5467755525020719|11|2027|787
5467755525027326|11|2027|077
5467755525028274|11|2027|252
5467755525025163|11|2027|736
5467755525025213|11|2027|603
5467755525028878|11|2027|058
5467755525026138|11|2027|215
5467755525025320|11|2027|411
5467755525024588|11|2027|447
5467755525025064|11|2027|642
5467755525020081|11|2027|540
5467755525026559|11|2027|778
5467755525020156|11|2027|104
5467755525027748|11|2027|446
5467755525021204|11|2027|452
5467755525020875|11|2027|822
5467755525025742|11|2027|515
5467755525021584|11|2027|773
5467755525028449|11|2027|546
5467755525026484|11|2027|600
5467755525023283|11|2027|852
5467755525024620|11|2027|522
5467755525027771|11|2027|605
5467755525020784|11|2027|611
5467755525027508|11|2027|202
5467755525026583|11|2027|474
5467755525022467|11|2027|724
5467755525021709|11|2027|641
5467755525024059|11|2027|421
5467755525025817|11|2027|873
5467755525025809|11|2027|621
5467755525024653|11|2027|041
5467755525024562|11|2027|702
5467755525028571|11|2027|140
5467755525024778|11|2027|430
5467755525020875|11|2027|743
5467755525022376|11|2027|524
5467755525025049|11|2027|556
5467755525028431|11|2027|718
5467755525026054|11|2027|820
5467755525021618|11|2027|574
5467755525023465|11|2027|522
5467755525022749|11|2027|786
5467755525026724|11|2027|024
5467755525022632|11|2027|150
5467755525022616|11|2027|268
5467755525021816|11|2027|257
5467755525025601|11|2027|732
5467755525021048|11|2027|750
5467755525028217|11|2027|461
5467755525028654|11|2027|446
5467755525024406|11|2027|326
5467755525022681|11|2027|825
5467755525024331|11|2027|216
5467755525022400|11|2027|847
5467755525028837|11|2027|161
5467755525024877|11|2027|464
5467755525025106|11|2027|266
5467755525023739|11|2027|600
5467755525027763|11|2027|082
5467755525027862|11|2027|288
5467755525021741|11|2027|614
5467755525027524|11|2027|245
5467755525020347|11|2027|057
5467755525024182|11|2027|861
5467755525024042|11|2027|280
5467755525020222|11|2027|024
5467755525020883|11|2027|758
5467755525020677|11|2027|624
5467755525024067|11|2027|371
5467755525023457|11|2027|708
5467755525028720|11|2027|368
5467755525021246|11|2027|024
5467755525023184|11|2027|085
5467755525022525|11|2027|678
5467755525024653|11|2027|057
5467755525025676|11|2027|851
